workerid,proliferate.condition,time_in_minutes,error
42,main,5.185533333333334,
34,main,3.752983333333334,
33,main,3.1139833333333335,
5,main,0.6451666666666667,
37,main,4.845833333333333,
35,main,4.039983333333334,
40,main,4.829016666666667,
39,main,5.8405,
38,main,7.662633333333333,
36,main,4.282516666666667,
