workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,catch_trials,subject_information.age,subject_information.american,subject_information.assess,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
68,main,NA,control5,NA,0,8577,NA,12,M,Matthew,Madison had a baby,control,control,Did Madison have a baby?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,NA,control6,NA,0,9896,NA,13,M,Paul,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,lb,12,Melissa,0,8008,or,14,M,Mark,Josh drank coffee or tea or both,hear,C,Did Melissa hear that Josh drank coffee or tea?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,NA,control3,NA,0,8672,NA,15,F,Ashley,Todd played football in high school,control,control,Did Todd play football in high school?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,NA,control4,NA,0,4160,NA,16,F,Carol,Vanessa is good at math,control,control,Is Vanessa good at math?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,lb,4,Janice,0,7944,some,17,F,Lisa,Danny solved at least some of the puzzles,inform_Sam,C,Did Janice inform Sam that Danny solved some of the puzzles?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,ub,8,Brian,0.64,23743,or,18,F,Donna,"Emily failed math or science, and she did not fail both",know,NonProj,Does Brian know that Emily failed math or science?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,NA,control1,NA,0,8327,NA,19,F,Karen,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,lb,1,Patrick,1,7201,some,20,M,James,Mary ate at least some of the cupcakes,discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
68,main,lb,11,Amanda,0,7384,or,21,F,Michelle,Tony graded the midterm or the final or both,confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,[],72,y,Yes,"I enjoyed it, well written",Graduated College,Yes,m,english,no,Chrome,Windows,1080,1920,6.193433333333333,NA
411,main,lb,5,Barbara,0.04,22454,some,4,M,James,Frank graded at least some of the math problems,discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,ub,11,Amanda,0.03,23489,or,5,M,Thomas,"Tony graded the midterm or the final, and he did not grade both",think,NonProj,Does Amanda think that Tony graded the midterm or the final?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,NA,control5,NA,0.01,7958,NA,6,F,Donna,Madison had a baby,control,control,Did Madison have a baby?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,lb,2,Scott,0.03,13424,some,7,F,Lisa,Josie failed at least some of the courses,establish,NonProj,Did Scott establish that Josie failed some of the courses?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,ub,4,Janice,0.03,26497,some,8,F,Dorothy,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,NA,control1,NA,0,7750,NA,9,F,Margaret,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,ub,6,Rachel,0.01,13227,some,10,F,Kimberly,"Jackson drank some of the sodas, and he did not drink all of them",confirm,C,Did Rachel confirm that Jackson drank some of the sodas?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,NA,control3,NA,0.03,7357,NA,11,M,David,Todd played football in high school,control,control,Did Todd play football in high school?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,ub,12,Melissa,0.02,13183,or,12,F,Sandra,"Josh drank coffee or tea, and he did not drink both",know,NonProj,Does Melissa know that Josh drank coffee or tea?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,lb,7,Kevin,0.04,27248,or,13,M,George,Isabella ate cake or pie or both,hear,C,Did Kevin hear that Isabella ate cake or pie?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,lb,10,Tina,0.01,11079,or,14,F,Elizabeth,Jayden solved the crossword or the Rubik's cube or both,prove,C,Did Tina prove that Jayden solved the crossword or the Rubik's cube?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,NA,control4,NA,0.02,8158,NA,15,F,Sarah,Vanessa is good at math,control,control,Is Vanessa good at math?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,lb,8,Brian,0.03,16148,or,16,M,Robert,Emily failed math or science or both,inform_Sam,C,Did Brian inform Sam that Emily failed math or science?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,lb,1,Patrick,0.01,24668,some,17,F,Linda,Mary ate at least some of the cupcakes,suggest,C,Did Patrick suggest that Mary ate some of the cupcakes?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,ub,3,Justin,0.06,11249,some,18,F,Jessica,"Emma stole some of the office supplies, and she did not take all of them",reveal,NonProj,Did Justin reveal that Emma stole some of the office supplies?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,NA,control6,NA,0.04,9472,NA,19,M,Mark,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,NA,control2,NA,0.05,6465,NA,20,F,Nancy,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
411,main,ub,9,Andrew,0.06,3862,or,21,M,Paul,"Grace stole a laptop or a calculator, and she did not steal both",acknowledge,C,Did Andrew acknowledge that Grace stole a laptop or a calculator?,[],64,y,Yes,I don't know how you could not answer no to all of those questions when the either/ors did not proceed the one sentence we had to judge a statement on,Graduated College,It was fine,m,English,I'm uncertain every answer seemed to be no,Chrome,Linux,864,1536,13.02665,NA
369,main,lb,12,Melissa,0.99,46161,or,4,M,James,Josh drank coffee or tea or both,prove,C,Did Melissa prove that Josh drank coffee or tea?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,NA,control3,NA,0.01,20073,NA,5,M,Richard,Todd played football in high school,control,control,Did Todd play football in high school?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,ub,11,Amanda,0.99,21668,or,6,M,Kenneth,"Tony graded the midterm or the final, and he did not grade both",know,NonProj,Does Amanda know that Tony graded the midterm or the final?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,NA,control5,NA,0.98,7505,NA,7,F,Elizabeth,Madison had a baby,control,control,Did Madison have a baby?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,NA,control2,NA,0.97,10049,NA,8,F,Jennifer,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,NA,control4,NA,0.02,14285,NA,9,F,Margaret,Vanessa is good at math,control,control,Is Vanessa good at math?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,lb,5,Barbara,1,24768,some,10,F,Donna,Frank graded at least some of the math problems,acknowledge,C,Did Barbara acknowledge that Frank graded some of the math problems?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,lb,3,Justin,0.99,20747,some,11,F,Karen,Emma stole at least some of the office supplies,inform_Sam,C,Did Justin inform Sam that Emma stole some of the office supplies?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,NA,control6,NA,0.51,13454,NA,12,M,Mark,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,lb,7,Kevin,0.98,7928,or,13,F,Susan,Isabella ate cake or pie or both,say,C,Did Kevin say that Isabella ate cake or pie?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,NA,control1,NA,0.49,8319,NA,14,F,Jessica,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,ub,6,Rachel,0.99,11616,some,15,M,Thomas,"Jackson drank some of the sodas, and he did not drink all of them",discover,NonProj,Did Rachel discover that Jackson drank some of the sodas?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,lb,4,Janice,0.99,10166,some,16,F,Nancy,Danny solved at least some of the puzzles,hear,C,Did Janice hear that Danny solved some of the puzzles?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,lb,10,Tina,0.99,18396,or,17,M,Christopher,Jayden solved the crossword or the Rubik's cube or both,confirm,C,Did Tina confirm that Jayden solved the crossword or the Rubik's cube?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,ub,1,Patrick,0.49,9441,some,18,M,William,"Mary ate some of the cupcakes, and she did not eat all of them",establish,NonProj,Did Patrick establish that Mary ate some of the cupcakes?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,ub,9,Andrew,0.99,18406,or,19,F,Sandra,"Grace stole a laptop or a calculator, and she did not steal both",think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,ub,8,Brian,1,13155,or,20,M,Paul,"Emily failed math or science, and she did not fail both",reveal,NonProj,Did Brian reveal that Emily failed math or science?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
369,main,ub,2,Scott,0.5,12686,some,21,F,Ashley,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,[],36,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Linux,960,1536,6.628383333333334,NA
192,main,lb,8,Brian,0.02,8508,or,4,M,Paul,Emily failed math or science or both,suggest,C,Did Brian suggest that Emily failed math or science?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,NA,control2,NA,0,4449,NA,5,F,Helen,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,ub,10,Tina,0.07,9708,or,6,M,William,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",say,C,Did Tina say that Jayden solved the crossword or the Rubik's cube?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,ub,12,Melissa,0.84,8925,or,7,F,Margaret,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,lb,1,Patrick,0.87,7195,some,8,F,Sarah,Mary ate at least some of the cupcakes,acknowledge,C,Did Patrick acknowledge that Mary ate some of the cupcakes?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,lb,11,Amanda,0.98,6030,or,9,M,George,Tony graded the midterm or the final or both,hear,C,Did Amanda hear that Tony graded the midterm or the final?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,NA,control1,NA,0.02,4216,NA,10,F,Dorothy,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,ub,9,Andrew,0.32,6824,or,11,M,Christopher,"Grace stole a laptop or a calculator, and she did not steal both",discover,NonProj,Did Andrew discover that Grace stole a laptop or a calculator?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,NA,control3,NA,0.03,4415,NA,12,F,Nancy,Todd played football in high school,control,control,Did Todd play football in high school?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,NA,control6,NA,0.03,10186,NA,13,M,James,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,lb,7,Kevin,0.14,5800,or,14,F,Betty,Isabella ate cake or pie or both,confirm,C,Did Kevin confirm that Isabella ate cake or pie?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,NA,control5,NA,0.01,7440,NA,15,F,Sandra,Madison had a baby,control,control,Did Madison have a baby?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,lb,5,Barbara,0.07,10510,some,16,M,Richard,Frank graded at least some of the math problems,think,NonProj,Does Barbara think that Frank graded some of the math problems?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,ub,3,Justin,0.09,8820,some,17,F,Donna,"Emma stole some of the office supplies, and she did not take all of them",prove,C,Did Justin prove that Emma stole some of the office supplies?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,ub,4,Janice,0.04,4262,some,18,F,Kimberly,"Danny solved some of the puzzles, and he did not solve all of them",establish,NonProj,Did Janice establish that Danny solved some of the puzzles?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,ub,6,Rachel,0.98,8758,some,19,F,Michelle,"Jackson drank some of the sodas, and he did not drink all of them",know,NonProj,Does Rachel know that Jackson drank some of the sodas?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,NA,control4,NA,0.01,3950,NA,20,F,Linda,Vanessa is good at math,control,control,Is Vanessa good at math?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
192,main,lb,2,Scott,0.92,6340,some,21,M,Mark,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,[],50,y,Yes,NA,Graduated High School,It was fine,m,english,no,Chrome,Windows,1002,2394,3.77585,NA
274,main,lb,6,Rachel,1,16873,some,4,F,Carol,Jackson drank at least some of the sodas,know,NonProj,Does Rachel know that Jackson drank some of the sodas?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,lb,9,Andrew,0.31,9429,or,5,F,Ashley,Grace stole a laptop or a calculator or both,think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,NA,control4,NA,0,8364,NA,6,F,Sarah,Vanessa is good at math,control,control,Is Vanessa good at math?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,ub,10,Tina,0.49,12059,or,7,F,Susan,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",confirm,C,Did Tina confirm that Jayden solved the crossword or the Rubik's cube?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,NA,control3,NA,0.29,7580,NA,8,M,Robert,Todd played football in high school,control,control,Did Todd play football in high school?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,NA,control1,NA,0.24,6703,NA,9,M,Richard,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,ub,4,Janice,0.39,10647,some,10,F,Jessica,"Danny solved some of the puzzles, and he did not solve all of them",prove,C,Did Janice prove that Danny solved some of the puzzles?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,NA,control5,NA,0,6249,NA,11,F,Nancy,Madison had a baby,control,control,Did Madison have a baby?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,lb,5,Barbara,0.22,10038,some,12,F,Jennifer,Frank graded at least some of the math problems,suggest,C,Did Barbara suggest that Frank graded some of the math problems?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,ub,11,Amanda,0.51,7910,or,13,M,Paul,"Tony graded the midterm or the final, and he did not grade both",discover,NonProj,Did Amanda discover that Tony graded the midterm or the final?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,lb,7,Kevin,0.36,9362,or,14,F,Kimberly,Isabella ate cake or pie or both,say,C,Did Kevin say that Isabella ate cake or pie?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,ub,12,Melissa,0.63,36953,or,15,M,George,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,lb,2,Scott,0.74,5308,some,16,F,Margaret,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,NA,control6,NA,0,11326,NA,17,F,Elizabeth,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,ub,3,Justin,0,18024,some,18,F,Sandra,"Emma stole some of the office supplies, and she did not take all of them",acknowledge,C,Did Justin acknowledge that Emma stole some of the office supplies?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,lb,8,Brian,0.18,6607,or,19,M,James,Emily failed math or science or both,establish,NonProj,Did Brian establish that Emily failed math or science?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,ub,1,Patrick,0.51,7316,some,20,M,Matthew,"Mary ate some of the cupcakes, and she did not eat all of them",hear,C,Did Patrick hear that Mary ate some of the cupcakes?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
274,main,NA,control2,NA,0,5376,NA,21,M,Christopher,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],29,y,Confused,NA,Some College,It was fine,f,"English, Spanish",no,Chrome,Windows,1080,1920,4.79135,NA
409,main,NA,control1,NA,0.02,14701,NA,4,F,Karen,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,ub,11,Amanda,0.5,91345,or,5,F,Ashley,"Tony graded the midterm or the final, and he did not grade both",suggest,C,Did Amanda suggest that Tony graded the midterm or the final?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,ub,3,Justin,0.9,33733,some,6,F,Jessica,"Emma stole some of the office supplies, and she did not take all of them",know,NonProj,Does Justin know that Emma stole some of the office supplies?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,lb,7,Kevin,0.83,26163,or,7,F,Elizabeth,Isabella ate cake or pie or both,inform_Sam,C,Did Kevin inform Sam that Isabella ate cake or pie?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,NA,control2,NA,0.02,10358,NA,8,F,Jennifer,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,ub,2,Scott,0.4,48436,some,9,F,Lisa,"Josie failed some of the courses, and she did not fail all of them",say,C,Did Scott say that Josie failed some of the courses?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,NA,control5,NA,0.13,15889,NA,10,M,James,Madison had a baby,control,control,Did Madison have a baby?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,lb,6,Rachel,0.77,21904,some,11,F,Nancy,Jackson drank at least some of the sodas,establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,NA,control6,NA,0.7,16105,NA,12,M,David,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,ub,1,Patrick,0.83,16185,some,13,F,Sarah,"Mary ate some of the cupcakes, and she did not eat all of them",reveal,NonProj,Did Patrick reveal that Mary ate some of the cupcakes?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,lb,5,Barbara,0.73,16890,some,14,M,Paul,Frank graded at least some of the math problems,hear,C,Did Barbara hear that Frank graded some of the math problems?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,lb,4,Janice,0.82,18889,some,15,F,Sandra,Danny solved at least some of the puzzles,discover,NonProj,Did Janice discover that Danny solved some of the puzzles?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,lb,9,Andrew,0.22,20110,or,16,F,Susan,Grace stole a laptop or a calculator or both,acknowledge,C,Did Andrew acknowledge that Grace stole a laptop or a calculator?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,NA,control3,NA,0.37,20380,NA,17,F,Helen,Todd played football in high school,control,control,Did Todd play football in high school?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,ub,10,Tina,0.68,27089,or,18,F,Margaret,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",prove,C,Did Tina prove that Jayden solved the crossword or the Rubik's cube?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,NA,control4,NA,0.25,16693,NA,19,M,Robert,Vanessa is good at math,control,control,Is Vanessa good at math?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,ub,8,Brian,0.72,21660,or,20,M,Kenneth,"Emily failed math or science, and she did not fail both",think,NonProj,Does Brian think that Emily failed math or science?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
409,main,lb,12,Melissa,0.26,20264,or,21,M,Steven,Josh drank coffee or tea or both,confirm,C,Did Melissa confirm that Josh drank coffee or tea?,[],47,y,Yes,NA,Graduated College,It was fine,f,English,NA,Chrome,Windows,864,1536,9.8038,NA
